ID	strain	group	compartment	host	tax	nifh	genome_size	genes	taxonomy
4005	AIM002074	agbiome	Root	Soybean	Agrobacterium	FALSE	5490226	5218	Agrobacterium
4037	AIM003199	agbiome	Insect	Insect	Agrobacterium	FALSE	5412892	5117	Agrobacterium
4309	AIM010464	agbiome	Root	Corn	Agrobacterium	FALSE	5481673	5198	Agrobacterium
4406	AIM011777	agbiome	Root	Soybean	Agrobacterium	FALSE	5598658	5359	Agrobacterium
4402	AIM011772	agbiome	Root	Soybean	Agrobacterium	FALSE	5599071	5375	Agrobacterium
4401	AIM011766	agbiome	Root	Soybean	Agrobacterium	FALSE	5594999	5384	Agrobacterium
4061	AIM004269	agbiome	Root	Soybean	Agrobacterium	FALSE	5442544	5174	Agrobacterium
4059	AIM004239	agbiome	Root	Soybean	Agrobacterium	FALSE	5421809	5195	Agrobacterium
4125	AIM007104	agbiome	Other	Soybean	Agrobacterium	FALSE	5425531	5158	Agrobacterium
3006	CCNWGS0286	public	Nodule	Legume	Agrobacterium	FALSE	5212180	4882	Agrobacterium
4395	AIM011467	agbiome	Root	Soybean	Agrobacterium	FALSE	5510787	5262	Agrobacterium
4315	AIM010470	agbiome	Root	Corn	Agrobacterium	FALSE	5618042	5331	Agrobacterium
4311	AIM010466	agbiome	Root	Corn	Agrobacterium	FALSE	5621549	5328	Agrobacterium
4099	AIM006723	agbiome	Root	Soybean	Agrobacterium	FALSE	5413341	5136	Agrobacterium
4087	AIM005874	agbiome	Root	Corn	Agrobacterium	FALSE	5476274	5245	Agrobacterium
4316	AIM010542	agbiome	Root	Soybean	Agrobacterium	FALSE	5403618	5189	Agrobacterium
4224	AIM009842	agbiome	Root	Soybean	Agrobacterium	FALSE	5359317	5339	Agrobacterium
4235	AIM009932	agbiome	Root	Soybean	Agrobacterium	FALSE	5315933	5010	Agrobacterium
4249	AIM009948	agbiome	Root	Soybean	Agrobacterium	FALSE	5313644	5017	Agrobacterium
4265	AIM009973	agbiome	Root	Soybean	Agrobacterium	FALSE	5311984	5018	Agrobacterium
4222	AIM009836	agbiome	Root	Soybean	Agrobacterium	FALSE	5314790	5015	Agrobacterium
4261	AIM009968	agbiome	Root	Soybean	Agrobacterium	FALSE	5311900	5057	Agrobacterium
4230	AIM009925	agbiome	Root	Soybean	Agrobacterium	FALSE	5308257	5033	Agrobacterium
4229	AIM009923	agbiome	Root	Soybean	Agrobacterium	FALSE	5308769	5026	Agrobacterium
4250	AIM009950	agbiome	Root	Soybean	Agrobacterium	FALSE	5308240	5031	Agrobacterium
4218	AIM009823	agbiome	Root	Soybean	Agrobacterium	FALSE	5310189	5025	Agrobacterium
4233	AIM009930	agbiome	Root	Soybean	Agrobacterium	FALSE	5305127	5034	Agrobacterium
4098	AIM006221	agbiome	Root	Corn	Agrobacterium	FALSE	5473373	5190	Agrobacterium
4081	AIM005616	agbiome	Root	Corn	Agrobacterium	FALSE	5469379	5237	Agrobacterium
4086	AIM005676	agbiome	Root	Corn	Agrobacterium	FALSE	5471350	5187	Agrobacterium
4030	AIM002792	agbiome	Root	Corn	Agrobacterium	FALSE	5541961	5205	Agrobacterium
4011	AIM002592	agbiome	Root	Corn	Agrobacterium	FALSE	5542041	5206	Agrobacterium
4228	AIM009921	agbiome	Root	Soybean	Agrobacterium	FALSE	5445200	5177	Agrobacterium
4262	AIM009969	agbiome	Root	Soybean	Agrobacterium	FALSE	5444153	5407	Agrobacterium
4215	AIM009817	agbiome	Root	Soybean	Agrobacterium	FALSE	5455772	5180	Agrobacterium
4260	AIM009967	agbiome	Root	Soybean	Agrobacterium	FALSE	5439352	5192	Agrobacterium
4269	AIM009977	agbiome	Root	Soybean	Agrobacterium	FALSE	5432904	5281	Agrobacterium
4252	AIM009952	agbiome	Root	Soybean	Agrobacterium	FALSE	5430128	5168	Agrobacterium
4256	AIM009957	agbiome	Root	Soybean	Agrobacterium	FALSE	5428505	5163	Agrobacterium
4243	AIM009942	agbiome	Root	Soybean	Agrobacterium	FALSE	5431406	5167	Agrobacterium
4237	AIM009935	agbiome	Root	Soybean	Agrobacterium	FALSE	5430928	5179	Agrobacterium
4239	AIM009937	agbiome	Root	Soybean	Agrobacterium	FALSE	5428192	5169	Agrobacterium
4238	AIM009936	agbiome	Root	Soybean	Agrobacterium	FALSE	5426409	5186	Agrobacterium
4247	AIM009946	agbiome	Root	Soybean	Agrobacterium	FALSE	5420857	5214	Agrobacterium
4259	AIM009966	agbiome	Root	Soybean	Agrobacterium	FALSE	5451443	5189	Agrobacterium
4220	AIM009831	agbiome	Root	Soybean	Agrobacterium	FALSE	5451977	5204	Agrobacterium
4253	AIM009953	agbiome	Root	Soybean	Agrobacterium	FALSE	5437705	5226	Agrobacterium
4248	AIM009947	agbiome	Root	Soybean	Agrobacterium	FALSE	5439969	5198	Agrobacterium
4258	AIM009965	agbiome	Root	Soybean	Agrobacterium	FALSE	5447162	5205	Agrobacterium
4231	AIM009926	agbiome	Root	Soybean	Agrobacterium	FALSE	5433819	5209	Agrobacterium
4268	AIM009976	agbiome	Root	Soybean	Agrobacterium	FALSE	5473171	5208	Agrobacterium
4039	AIM003205	agbiome	Insect	Insect	Agrobacterium	FALSE	5441042	5209	Agrobacterium
4219	AIM009830	agbiome	Root	Soybean	Agrobacterium	FALSE	5470921	5207	Agrobacterium
4236	AIM009934	agbiome	Root	Soybean	Agrobacterium	FALSE	5433745	5210	Agrobacterium
4145	AIM007694	agbiome	Root	Corn	Agrobacterium	FALSE	5561209	5262	Agrobacterium
4307	AIM010462	agbiome	Root	Corn	Agrobacterium	FALSE	5532674	5217	Agrobacterium
4144	AIM007453	agbiome	Root	Corn	Agrobacterium	FALSE	5657493	5495	Agrobacterium
4270	AIM009978	agbiome	Root	Soybean	Agrobacterium	FALSE	5296139	4999	Agrobacterium
4244	AIM009943	agbiome	Root	Soybean	Agrobacterium	FALSE	5294486	4990	Agrobacterium
4271	AIM009979	agbiome	Root	Soybean	Agrobacterium	FALSE	5298949	5004	Agrobacterium
4046	AIM003871	agbiome	Root	Soybean	Agrobacterium	FALSE	5527609	5286	Agrobacterium
4058	AIM004152	agbiome	Root	Soybean	Agrobacterium	FALSE	5526096	5252	Agrobacterium
4050	AIM003881	agbiome	Root	Soybean	Agrobacterium	FALSE	5527083	5258	Agrobacterium
4052	AIM003883	agbiome	Root	Soybean	Agrobacterium	FALSE	5526156	5276	Agrobacterium
4038	AIM003202	agbiome	Insect	Insect	Agrobacterium	FALSE	5523374	5322	Agrobacterium
4043	AIM003307	agbiome	Leaf	Soybean	Agrobacterium	FALSE	5518934	5261	Agrobacterium
4047	AIM003874	agbiome	Root	Soybean	Agrobacterium	FALSE	5524746	5702	Agrobacterium
4041	AIM003248	agbiome	Insect	Insect	Agrobacterium	FALSE	5521988	5282	Agrobacterium
4048	AIM003877	agbiome	Root	Soybean	Agrobacterium	FALSE	5519357	5254	Agrobacterium
4049	AIM003879	agbiome	Root	Soybean	Agrobacterium	FALSE	5491486	5420	Agrobacterium
4051	AIM003882	agbiome	Root	Soybean	Agrobacterium	FALSE	5513882	10155	Agrobacterium
4361	AIM011069	agbiome	Root	Corn	Agrobacterium	FALSE	5530881	5263	Agrobacterium
4097	AIM006166	agbiome	Root	Corn	Agrobacterium	FALSE	5506014	5246	Agrobacterium
4328	AIM010654	agbiome	Root	Corn	Agrobacterium	FALSE	5525026	5288	Agrobacterium
4070	AIM005237	agbiome	Root	Corn	Agrobacterium	FALSE	5581343	5338	Agrobacterium
4068	AIM005216	agbiome	Root	Corn	Agrobacterium	FALSE	5544884	5377	Agrobacterium
4370	AIM011140	agbiome	Root	Soybean	Agrobacterium	FALSE	5421309	5112	Agrobacterium
4339	AIM010700	agbiome	Root	Soybean	Agrobacterium	FALSE	5419939	5128	Agrobacterium
4333	AIM010689	agbiome	Root	Soybean	Agrobacterium	FALSE	5422305	8770	Agrobacterium
4095	AIM006033	agbiome	Root	Soybean	Agrobacterium	FALSE	5614526	5388	Agrobacterium
4072	AIM005355	agbiome	Root	Soybean	Agrobacterium	FALSE	6042694	5813	Agrobacterium
2059	Leaf155	atsphere	Leaf	Arabidopsis	Rhizobium	FALSE	4942144	4607	Rhizobium spp.
4579	AIM014252	agbiome	Other	Other	Rhizobium	FALSE	4876552	4527	Rhizobium spp.
4602	AIM014377	agbiome	Other	Other	Rhizobium	FALSE	4900241	4727	Rhizobium spp.
4303	AIM010421	agbiome	Root	Corn	Rhizobium	FALSE	5141437	4765	Rhizobium spp.
4306	AIM010427	agbiome	Root	Corn	Rhizobium	FALSE	5138655	4758	Rhizobium spp.
2050	Leaf202	atsphere	Leaf	Arabidopsis	Rhizobium	FALSE	4785251	4424	Rhizobium spp.
2051	Leaf68	atsphere	Leaf	Arabidopsis	Rhizobium	FALSE	4784953	4420	Rhizobium spp.
4082	AIM005622	agbiome	Root	Corn	Rhizobium	FALSE	5147479	4932	Rhizobium spp.
4083	AIM005623	agbiome	Root	Corn	Rhizobium	FALSE	5149465	4981	Rhizobium spp.
4435	AIM012529	agbiome	Other	Other	Rhizobium	FALSE	4988294	4643	Rhizobium spp.
4433	AIM012503	agbiome	Other	Other	Rhizobium	FALSE	4990843	5958	Rhizobium spp.
4434	AIM012526	agbiome	Other	Other	Rhizobium	FALSE	4983511	4658	Rhizobium spp.
4811	AIM016644	agbiome	Soil	Oats	Rhizobium	FALSE	5224047	4870	Rhizobium spp.
4054	AIM004035	agbiome	Root	Soybean	Rhizobium	FALSE	5017194	4687	Rhizobium spp.
4517	AIM013284	agbiome	Other	Corn	Rhizobium	FALSE	4883892	4545	Rhizobium spp.
4516	AIM013278	agbiome	Other	Corn	Rhizobium	FALSE	4598390	4436	Rhizobium spp.
4437	AIM012608	agbiome	Root	Oats	Rhizobium	FALSE	4998830	4694	Rhizobium spp.
2074	Root564	atsphere	Root	Arabidopsis	Rhizobium	FALSE	5187270	4839	Rhizobium spp.
4373	AIM011151	agbiome	Root	Soybean	Rhizobium	FALSE	5125935	4757	Rhizobium spp.
4372	AIM011147	agbiome	Root	Soybean	Rhizobium	FALSE	5125268	4757	Rhizobium spp.
4378	AIM011272	agbiome	Root	Corn	Rhizobium	FALSE	5120396	4772	Rhizobium spp.
4344	AIM010736	agbiome	Root	Corn	Rhizobium	FALSE	5138817	9187	Rhizobium spp.
4597	AIM014354	agbiome	Other	Other	Rhizobium	FALSE	5017394	4649	Rhizobium spp.
4596	AIM014317	agbiome	Other	Other	Rhizobium	FALSE	5013830	4617	Rhizobium spp.
3016	ATCC 51759	public	Nodule	Legume	Rhizobium	FALSE	5163333	4910	Rhizobium spp.
2052	Leaf262	atsphere	Leaf	Arabidopsis	Rhizobium	FALSE	5046934	4759	Rhizobium spp.
4335	AIM010693	agbiome	Root	Soybean	Rhizobium	FALSE	5010025	4789	Rhizobium spp.
4331	AIM010675	agbiome	Root	Soybean	Rhizobium	FALSE	5009535	7537	Rhizobium spp.
3032	MEJ076	public	Nodule	Legume	Rhizobium	FALSE	5114137	4813	Rhizobium spp.
3026	NBRC 13261	public	Nodule	Legume	Rhizobium	FALSE	5287624	4989	Rhizobium spp.
4821	AIM017889	agbiome	Soil	Soil	Rhizobium	FALSE	5102789	4850	Rhizobium spp.
4170	AIM008632	agbiome	Leaf	Other	Rhizobium	FALSE	5086650	4835	Rhizobium spp.
4369	AIM011138	agbiome	Root	Soybean	Rhizobium	FALSE	5338050	5131	Rhizobium spp.
4353	AIM010874	agbiome	Other	Other	Rhizobium	FALSE	4482466	4146	Rhizobium spp.
4444	AIM012634	agbiome	Root	Oats	Rhizobium	FALSE	4742582	4411	Rhizobium spp.
4423	AIM012154	agbiome	Root	Oats	Rhizobium	FALSE	4738663	4451	Rhizobium spp.
4337	AIM010698	agbiome	Root	Soybean	Rhizobium	FALSE	4822819	4536	Rhizobium spp.
4338	AIM010699	agbiome	Root	Soybean	Rhizobium	FALSE	4822433	4537	Rhizobium spp.
4493	AIM013049	agbiome	Other	Corn	Rhizobium	FALSE	4636958	4308	Rhizobium spp.
4492	AIM013047	agbiome	Other	Corn	Rhizobium	FALSE	4636838	4313	Rhizobium spp.
4494	AIM013050	agbiome	Other	Corn	Rhizobium	FALSE	4781728	4494	Rhizobium spp.
4495	AIM013057	agbiome	Other	Corn	Rhizobium	FALSE	4779099	4488	Rhizobium spp.
4491	AIM013041	agbiome	Other	Corn	Rhizobium	FALSE	4641611	6077	Rhizobium spp.
4126	AIM007106	agbiome	Other	Soybean	Rhizobium	FALSE	4961554	4744	Rhizobium spp.
4490	AIM013036	agbiome	Other	Corn	Rhizobium	FALSE	4673194	4380	Rhizobium spp.
4341	AIM010715	agbiome	Root	Soybean	Rhizobium	FALSE	4868921	4597	Rhizobium spp.
3422	NT-26	public	Nodule	Legume	Rhizobium	FALSE	4577425	4453	Rhizobium spp.
3390	R1-200B4	public	Nodule	Legume	Rhizobium	FALSE	5134606	4968	Rhizobium spp.
3388	MGL06	public	Nodule	Legume	Rhizobium	FALSE	5050637	4908	Rhizobium spp.
2054	Leaf306	atsphere	Leaf	Arabidopsis	Rhizobium	FALSE	5009159	4689	Rhizobium spp.
2053	Leaf321	atsphere	Leaf	Arabidopsis	Rhizobium	FALSE	4922079	4675	Rhizobium spp.
4352	AIM010872	agbiome	Other	Other	Rhizobium	FALSE	4915238	4650	Rhizobium spp.
4400	AIM011723	agbiome	Root	Corn	Rhizobium	FALSE	4796895	4782	Rhizobium spp.
4814	AIM016663	agbiome	Soil	Oats	Rhizobium	FALSE	4878472	4588	Rhizobium spp.
4813	AIM016660	agbiome	Soil	Oats	Rhizobium	FALSE	4879592	4608	Rhizobium spp.
4422	AIM012011	agbiome	Other	Insect	Rhizobium	FALSE	5613470	5343	Rhizobium spp.
4183	AIM008707	agbiome	Other	Corn	Rhizobium	FALSE	6172440	5960	Rhizobium spp.
4534	AIM013879	agbiome	Other	Other	Rhizobium	FALSE	6293153	6046	Rhizobium spp.
4530	AIM013858	agbiome	Other	Other	Rhizobium	FALSE	6293931	6064	Rhizobium spp.
4531	AIM013860	agbiome	Other	Other	Rhizobium	FALSE	6334059	13521	Rhizobium spp.
4060	AIM004258	agbiome	Root	Soybean	Rhizobium	FALSE	6272358	6193	Rhizobium spp.
4580	AIM014255	agbiome	Other	Other	Rhizobium	FALSE	5756819	5503	Rhizobium spp.
4575	AIM014237	agbiome	Other	Other	Rhizobium	FALSE	5724037	5676	Rhizobium spp.
4810	AIM016632	agbiome	Soil	Oats	Rhizobium	FALSE	4922283	4698	Rhizobium spp.
4390	AIM011369	agbiome	Other	Other	Rhizobium	FALSE	5403729	5211	Rhizobium spp.
3328	CF080	public	Nodule	Legume	Rhizobium	FALSE	7049533	6692	Rhizobium spp.
3392	CCBAU 05176	public	Nodule	Legume	Rhizobium	FALSE	6329681	6080	Rhizobium spp.
4329	AIM010662	agbiome	Root	Corn	Rhizobium	FALSE	7131271	6845	Rhizobium spp.
4582	AIM014261	agbiome	Other	Other	Rhizobium	FALSE	6575763	6385	Rhizobium spp.
4578	AIM014249	agbiome	Other	Other	Rhizobium	FALSE	6595289	9445	Rhizobium spp.
3404	YS-1r	public	Nodule	Legume	Rhizobium	FALSE	6375689	6057	Rhizobium spp.
4808	AIM016405	agbiome	Other	Other	Rhizobium	FALSE	5403046	5295	Rhizobium spp.
4809	AIM016409	agbiome	Other	Other	Rhizobium	FALSE	5403123	5904	Rhizobium spp.
4583	AIM014262	agbiome	Other	Other	Rhizobium	FALSE	5789460	5598	Rhizobium spp.
3423	LC145	public	Nodule	Legume	Rhizobium	FALSE	5877706	5810	Rhizobium spp.
3001	S4	public	Nodule	Legume	Rhizobium	FALSE	6320946	5781	Rhizobium spp.
3386	ATCC 700741	public	Nodule	Legume	Rhizobium	TRUE	4133860	3724	Rhizobium spp.
4615	AIM014482	agbiome	Other	Soybean	Rhizobium	FALSE	5623817	5404	Rhizobium spp.
2065	Root1240	atsphere	Root	Arabidopsis	Rhizobium	FALSE	4569637	4417	Rhizobium spp.
2078	Root274	atsphere	Root	Arabidopsis	Rhizobium	FALSE	4568197	4412	Rhizobium spp.
4753	AIM015557	agbiome	Other	Oats	Rhizobium	FALSE	4901400	4729	Rhizobium spp.
4751	AIM015549	agbiome	Other	Oats	Rhizobium	FALSE	5027296	4850	Rhizobium spp.
4754	AIM015558	agbiome	Other	Oats	Rhizobium	FALSE	5025290	4859	Rhizobium spp.
4670	AIM014783	agbiome	Other	Corn	Rhizobium	FALSE	4918144	4760	Rhizobium spp.
4755	AIM015561	agbiome	Other	Oats	Rhizobium	FALSE	4892495	4783	Rhizobium spp.
1000	R1607_A	mpipz	Root	Arabidopsis	Rhizobium	FALSE	5201652	4971	Rhizobium spp.
4160	AIM007886	agbiome	Other	Corn	Rhizobium	FALSE	5041083	4766	Rhizobium spp.
4159	AIM007885	agbiome	Other	Corn	Rhizobium	FALSE	5041082	4768	Rhizobium spp.
3008	AOL15	public	Nodule	Legume	Rhizobium	FALSE	5077127	4825	Rhizobium spp.
3425	AAP116	public	Nodule	Legume	Rhizobium	FALSE	4578541	4359	Rhizobium spp.
4748	AIM015487	agbiome	Other	Wheat	Rhizobium	FALSE	4889190	5372	Rhizobium spp.
4749	AIM015488	agbiome	Other	Wheat	Rhizobium	FALSE	4890183	4715	Rhizobium spp.
4750	AIM015504	agbiome	Root	Cotton	Rhizobium	FALSE	4866327	4784	Rhizobium spp.
3426	AAP43	public	Nodule	Legume	Rhizobium	FALSE	4874507	4583	Rhizobium spp.
4397	AIM011553	agbiome	Other	Other	Rhizobium	FALSE	5481212	5206	Rhizobium spp.
3383	ATCC BAA-1503	public	Nodule	Legume	Rhizobium	TRUE	4976687	4717	Rhizobium spp.
4800	AIM016163	agbiome	Other	Oats	Rhizobium	TRUE	4964446	4692	Rhizobium spp.
4798	AIM016157	agbiome	Other	Oats	Rhizobium	TRUE	4952590	4721	Rhizobium spp.
4784	AIM015988	agbiome	Other	Rice	Rhizobium	TRUE	4846847	4573	Rhizobium spp.
4723	AIM015235	agbiome	Other	Rice	Rhizobium	TRUE	4849264	4600	Rhizobium spp.
4802	AIM016182	agbiome	Other	Oats	Rhizobium	TRUE	4849360	4595	Rhizobium spp.
4727	AIM015252	agbiome	Other	Rice	Rhizobium	TRUE	4892274	4686	Rhizobium spp.
4735	AIM015264	agbiome	Other	Rice	Rhizobium	TRUE	4855659	4603	Rhizobium spp.
4733	AIM015262	agbiome	Other	Rice	Rhizobium	TRUE	4847174	4602	Rhizobium spp.
4787	AIM016009	agbiome	Other	Rice	Rhizobium	TRUE	4786864	4524	Rhizobium spp.
4786	AIM016003	agbiome	Other	Rice	Rhizobium	TRUE	4783373	4535	Rhizobium spp.
4799	AIM016161	agbiome	Other	Oats	Rhizobium	TRUE	5470263	5202	Rhizobium spp.
4739	AIM015277	agbiome	Other	Rice	Rhizobium	TRUE	5176148	5107	Rhizobium spp.
4734	AIM015263	agbiome	Other	Rice	Rhizobium	TRUE	4994001	4783	Rhizobium spp.
4732	AIM015261	agbiome	Other	Rice	Rhizobium	TRUE	5127223	4906	Rhizobium spp.
4717	AIM015200	agbiome	Other	Rice	Rhizobium	TRUE	4950341	4716	Rhizobium spp.
4629	AIM014527	agbiome	Other	Rice	Rhizobium	TRUE	4924662	4685	Rhizobium spp.
4736	AIM015269	agbiome	Other	Rice	Rhizobium	TRUE	4946535	4682	Rhizobium spp.
4726	AIM015251	agbiome	Other	Rice	Rhizobium	TRUE	4939751	4745	Rhizobium spp.
4714	AIM015190	agbiome	Other	Rice	Rhizobium	TRUE	4926658	4681	Rhizobium spp.
4715	AIM015191	agbiome	Other	Rice	Rhizobium	TRUE	4996710	4801	Rhizobium spp.
4738	AIM015276	agbiome	Other	Rice	Rhizobium	TRUE	4659331	4487	Rhizobium spp.
4729	AIM015256	agbiome	Other	Rice	Rhizobium	TRUE	4881048	4686	Rhizobium spp.
4737	AIM015273	agbiome	Other	Rice	Rhizobium	TRUE	4838921	4699	Rhizobium spp.
4712	AIM015177	agbiome	Other	Rice	Rhizobium	TRUE	4853862	8767	Rhizobium spp.
4728	AIM015254	agbiome	Other	Rice	Rhizobium	TRUE	5012847	4861	Rhizobium spp.
4785	AIM015991	agbiome	Other	Rice	Rhizobium	TRUE	5202206	5030	Rhizobium spp.
4731	AIM015259	agbiome	Other	Rice	Rhizobium	TRUE	5131559	4997	Rhizobium spp.
2073	Root149	atsphere	Root	Arabidopsis	Rhizobium	FALSE	5460675	5218	Rhizobium spp.
4725	AIM015250	agbiome	Other	Rice	Rhizobium	FALSE	5058013	4826	Rhizobium spp.
4632	AIM014538	agbiome	Other	Rice	Rhizobium	FALSE	5055348	4854	Rhizobium spp.
4627	AIM014524	agbiome	Other	Rice	Rhizobium	FALSE	5052385	4817	Rhizobium spp.
4718	AIM015201	agbiome	Other	Rice	Rhizobium	TRUE	5141775	4909	Rhizobium spp.
4709	AIM015165	agbiome	Other	Rice	Rhizobium	TRUE	5141697	4900	Rhizobium spp.
