ID	collection	procedence	GC_ID	n_contigs	tot_length	N50	N90	n_genes	quality	kingdom	phylum	class	order	family	genus	taxonomic_group	host	compartment	soil	alternative_ID	plate_position	acession_number	RSV_V2V4_ID	RSV_V5V7_ID	copy_number_16S
Leaf202	AtSPHERE	AtSPHERE		15	4785251	459392	243278	4469	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium		Arabidopsis thaliana	Leaf	Zurich				NA	NA	3.882.100.327
Leaf203	AtSPHERE	AtSPHERE		37	3557244	1832117	230251	3384	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Microbacterium		Arabidopsis thaliana	Leaf	Zurich				NA	NA	2.775.012.915
Leaf208	AtSPHERE	AtSPHERE		39	4703275	533238	53359	4295	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas		Arabidopsis thaliana	Leaf	Zurich				NA	NA	3.881.438.797
Leaf210	AtSPHERE	AtSPHERE		5	3542150	928440	416200	3434	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae			Arabidopsis thaliana	Leaf	Zurich				NA	NA	1.730.369.829
Leaf216	AtSPHERE	AtSPHERE		38	5680060	241312	99308	4893	clean	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter		Arabidopsis thaliana	Leaf	Zurich				NA	NA	3.924.796.134
Leaf220	AtSPHERE	AtSPHERE		28	4483623	375388	74851	4007	clean	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			Arabidopsis thaliana	Leaf	Zurich				NA	NA	2.834.256.729
Leaf222	AtSPHERE	AtSPHERE		4	4428049	3349376	260440	3973	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae			Arabidopsis thaliana	Leaf	Zurich				NA	NA	2.805.677.796
Leaf225	AtSPHERE	AtSPHERE		26	4713325	698811	189834	4467	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Rhodococcus		Arabidopsis thaliana	Leaf	Zurich				NA	NA	2.980.329.855
Leaf226	AtSPHERE	AtSPHERE		29	4271556	676874	103182	3955	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas		Arabidopsis thaliana	Leaf	Zurich				NA	NA	3.611.776.384
Leaf230	AtSPHERE	AtSPHERE		15	4143790	618321	176047	3835	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas		Arabidopsis thaliana	Leaf	Zurich				NA	NA	381.761.058
Leaf231	AtSPHERE	AtSPHERE		8	3733197	1083389	284416	3495	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas		Arabidopsis thaliana	Leaf	Zurich				NA	NA	2.959.680.193
Leaf233	AtSPHERE	AtSPHERE		15	5534279	630174	168382	5295	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Rhodococcus		Arabidopsis thaliana	Leaf	Zurich				NA	NA	3.734.095.571
Leaf234	AtSPHERE	AtSPHERE		12	3524245	687112	150397	3292	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Arthrobacter		Arabidopsis thaliana	Leaf	Zurich				NA	NA	3.360.272.639
Leaf242	AtSPHERE	AtSPHERE		14	4300070	733959	242855	3950	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas		Arabidopsis thaliana	Leaf	Zurich				NA	NA	3.137.033.689
Leaf244	AtSPHERE	AtSPHERE		9	4022387	1053027	141197	3824	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae			Arabidopsis thaliana	Leaf	Zurich				NA	NA	1.773.024.869
Leaf245	AtSPHERE	AtSPHERE		20	3469640	589485	209542	3381	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Aeromicrobium		Arabidopsis thaliana	Leaf	Zurich				NA	NA	193.289.909
Leaf247	AtSPHERE	AtSPHERE		5	4533613	1255832	588883	4273	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Rhodococcus		Arabidopsis thaliana	Leaf	Zurich				NA	NA	2.642.872.039
Leaf254	AtSPHERE	AtSPHERE		4	3423974	2985947	218751	3217	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae			Arabidopsis thaliana	Leaf	Zurich				NA	NA	2.043.687.362
Leaf257	AtSPHERE	AtSPHERE		37	4414563	338573	67679	4197	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas		Arabidopsis thaliana	Leaf	Zurich				NA	NA	4.412.622.578
Leaf258	AtSPHERE	AtSPHERE		19	4709617	603193	165962	4465	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Rhodococcus		Arabidopsis thaliana	Leaf	Zurich				NA	NA	3.165.083.522
Leaf261	AtSPHERE	AtSPHERE		14	3926430	605121	118364	3583	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae			Arabidopsis thaliana	Leaf	Zurich				NA	NA	2.371.760.461
Leaf262	AtSPHERE	AtSPHERE		21	5046934	330240	186257	4796	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae			Arabidopsis thaliana	Leaf	Zurich				NA	NA	4.564.213.085
Leaf263	AtSPHERE	AtSPHERE		10	3243570	869508	160045	3057	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Curtobacterium		Arabidopsis thaliana	Leaf	Zurich				NA	NA	1.799.175.793
Leaf264	AtSPHERE	AtSPHERE		11	4540635	701121	297681	4481	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Agromyces		Arabidopsis thaliana	Leaf	Zurich				NA	NA	2.058.139.168
Leaf265	AtSPHERE	AtSPHERE		40	7476079	421052	95050	6918	clean	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			Arabidopsis thaliana	Leaf	Zurich				NA	NA	3.776.173.536
Leaf267	AtSPHERE	AtSPHERE		27	6530331	467936	174928	6056	clean	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax		Arabidopsis thaliana	Leaf	Zurich				NA	NA	2.789.025.613
Leaf272	AtSPHERE	AtSPHERE		16	3477274	509043	197296	3463	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Aeromicrobium		Arabidopsis thaliana	Leaf	Zurich				NA	NA	3.017.795.617
Leaf274	AtSPHERE	AtSPHERE		30	6735869	364919	170736	6254	clean	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax		Arabidopsis thaliana	Leaf	Zurich				NA	NA	3.653.894.323
Leaf278	AtSPHERE	AtSPHERE		45	5721797	281886	82547	5434	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Rhodococcus		Arabidopsis thaliana	Leaf	Zurich				NA	NA	3.795.835.214
Leaf280	AtSPHERE	AtSPHERE		9	2882877	436056	130680	2828	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae			Arabidopsis thaliana	Leaf	Zurich				NA	NA	1.865.005.184
Leaf283	AtSPHERE	AtSPHERE		4	3978453	1029534	467853	3751	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae			Arabidopsis thaliana	Leaf	Zurich				NA	NA	1.992.781.915
Leaf285	AtSPHERE	AtSPHERE		8	4337757	1140718	336468	4134	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides		Arabidopsis thaliana	Leaf	Zurich				NA	NA	2.218.530.624
Leaf288	AtSPHERE	AtSPHERE		18	4749389	931115	207158	4195	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Microbacterium		Arabidopsis thaliana	Leaf	Zurich				NA	NA	2.513.849.956
Leaf289	AtSPHERE	AtSPHERE		8	3462151	830248	188577	3394	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Aeromicrobium		Arabidopsis thaliana	Leaf	Zurich				NA	NA	1.863.864.953
Leaf291	AtSPHERE	AtSPHERE		4	3571516	1982039	620166	3575	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Aeromicrobium		Arabidopsis thaliana	Leaf	Zurich				NA	NA	1.759.726.283
Leaf294	AtSPHERE	AtSPHERE		10	4108248	1080425	299996	3905	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae			Arabidopsis thaliana	Leaf	Zurich				NA	NA	1.979.618.388
Leaf296	AtSPHERE	AtSPHERE		4	4022070	2203228	470901	3757	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae			Arabidopsis thaliana	Leaf	Zurich				NA	NA	2.066.621.443
Leaf299	AtSPHERE	AtSPHERE		8	4017524	944197	250801	3817	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae			Arabidopsis thaliana	Leaf	Zurich				NA	NA	2.025.013.904
Leaf304	AtSPHERE	AtSPHERE		5	3453774	2271794	525486	3236	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Curtobacterium		Arabidopsis thaliana	Leaf	Zurich				NA	NA	199.463.728
Leaf306	AtSPHERE	AtSPHERE		9	5009159	1176853	237675	4734	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium		Arabidopsis thaliana	Leaf	Zurich				NA	NA	389.799.867
Leaf307	AtSPHERE	AtSPHERE		5	3953873	2028051	701782	3688	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae			Arabidopsis thaliana	Leaf	Zurich				NA	NA	2.548.675.922
Leaf311	AtSPHERE	AtSPHERE		25	4847754	434291	191078	4561	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium		Arabidopsis thaliana	Leaf	Zurich				NA	NA	4.970.383.434
Leaf314	AtSPHERE	AtSPHERE		3	3961764	2812449	518229	3732	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Microbacterium		Arabidopsis thaliana	Leaf	Zurich				NA	NA	1.899.682.295
Leaf320	AtSPHERE	AtSPHERE		9	3866076	1008972	430590	3819	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Microbacterium		Arabidopsis thaliana	Leaf	Zurich				NA	NA	174.682.665
Leaf321	AtSPHERE	AtSPHERE		11	4922079	1168129	233822	4708	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium		Arabidopsis thaliana	Leaf	Zurich				NA	NA	4.404.090.074
Leaf324	AtSPHERE	AtSPHERE		30	4415253	370590	98592	4212	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae			Arabidopsis thaliana	Leaf	Zurich				NA	NA	4.119.611.812
Leaf325	AtSPHERE	AtSPHERE		5	3732125	1210241	1185943	3507	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Agromyces		Arabidopsis thaliana	Leaf	Zurich				NA	NA	1.885.032.579
Leaf326	AtSPHERE	AtSPHERE		108	4602077	272252	18929	4607	clean	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus		Arabidopsis thaliana	Leaf	Zurich				NA	NA	6.395.339.966
Leaf334	AtSPHERE	AtSPHERE		12	4742537	944668	375811	4413	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Cellulomonas		Arabidopsis thaliana	Leaf	Zurich				NA	NA	1.692.554.228
Leaf335	AtSPHERE	AtSPHERE		5	3550532	908990	450770	3437	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae			Arabidopsis thaliana	Leaf	Zurich				NA	NA	1.903.631.965
Leaf336	AtSPHERE	AtSPHERE		5	4157793	1337426	937667	4044	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Leifsonia		Arabidopsis thaliana	Leaf	Zurich				NA	NA	0.950233111
Leaf337	AtSPHERE	AtSPHERE		31	5201172	271070	80355	4801	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Arthrobacter		Arabidopsis thaliana	Leaf	Zurich				NA	NA	4.664.146.278
Leaf339	AtSPHERE	AtSPHERE		30	3898185	445732	83880	3683	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas		Arabidopsis thaliana	Leaf	Zurich				NA	NA	339.623.783
Leaf341	AtSPHERE	AtSPHERE		16	4657347	567218	236432	4239	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium		Arabidopsis thaliana	Leaf	Zurich				NA	NA	4.152.054.661
Leaf343	AtSPHERE	AtSPHERE		17	3600029	371817	223825	3409	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			Arabidopsis thaliana	Leaf	Zurich				NA	NA	1.942.808.925
Leaf344	AtSPHERE	AtSPHERE		16	4350923	1089449	404131	4070	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium		Arabidopsis thaliana	Leaf	Zurich				NA	NA	1.965.218.361
Leaf347	AtSPHERE	AtSPHERE		34	2942136	182010	71278	2865	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae			Arabidopsis thaliana	Leaf	Zurich				NA	NA	0.924129314
Leaf351	AtSPHERE	AtSPHERE		38	2888800	179324	69873	2955	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae			Arabidopsis thaliana	Leaf	Zurich				NA	NA	1.652.627.143
Leaf354	AtSPHERE	AtSPHERE		5	4566645	955528	534168	4246	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Gordoniaceae	Gordonia		Arabidopsis thaliana	Leaf	Zurich				NA	NA	1.924.074.966
Leaf357	AtSPHERE	AtSPHERE		3	3871084	2777194	771280	3678	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas		Arabidopsis thaliana	Leaf	Zurich				NA	NA	1.856.763.926
Leaf359	AtSPHERE	AtSPHERE		16	3801380	572985	322113	3458	clean	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		Arabidopsis thaliana	Leaf	Zurich				NA	NA	2.665.792.608
Leaf361	AtSPHERE	AtSPHERE		98	6849062	267074	40028	6614	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium		Arabidopsis thaliana	Leaf	Zurich				NA	NA	4.460.568.918
Leaf363	AtSPHERE	AtSPHERE		7	3127470	1564472	330951	3048	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas		Arabidopsis thaliana	Leaf	Zurich				NA	NA	1.088.661.882
Leaf369	AtSPHERE	AtSPHERE		8	4368819	1122580	285853	4312	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Geodermatophilaceae			Arabidopsis thaliana	Leaf	Zurich				NA	NA	2.942.493.123
Leaf371	AtSPHERE	AtSPHERE		29	5085900	471107	159084	4660	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium		Arabidopsis thaliana	Leaf	Zurich				NA	NA	4.115.803.523
Leaf380	AtSPHERE	AtSPHERE		25	4764686	526948	86407	4584	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Geodermatophilaceae			Arabidopsis thaliana	Leaf	Zurich				NA	NA	275.998.631
Leaf383	AtSPHERE	AtSPHERE		30	5014728	449879	102199	4608	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium		Arabidopsis thaliana	Leaf	Zurich				NA	NA	4.485.998.896
Leaf384	AtSPHERE	AtSPHERE		12	4881596	1138358	311845	4455	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium		Arabidopsis thaliana	Leaf	Zurich				NA	NA	4.908.955.092
Leaf386	AtSPHERE	AtSPHERE		70	6584512	324870	60058	6299	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium		Arabidopsis thaliana	Leaf	Zurich				NA	NA	3.547.946.892
Leaf391	AtSPHERE	AtSPHERE		42	6560665	357728	79606	6278	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium		Arabidopsis thaliana	Leaf	Zurich				NA	NA	3.321.102.153
Leaf394	AtSPHERE	AtSPHERE		17	4318453	2347949	332559	4013	clean	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium		Arabidopsis thaliana	Leaf	Zurich				NA	NA	4.730.219.251
Leaf395	AtSPHERE	AtSPHERE		7	4166651	783764	691776	3922	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Cellulomonas		Arabidopsis thaliana	Leaf	Zurich				NA	NA	1.848.305.659
Leaf396	AtSPHERE	AtSPHERE		66	7709278	302212	75180	7360	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium		Arabidopsis thaliana	Leaf	Zurich				NA	NA	0.935930611
Leaf399	AtSPHERE	AtSPHERE		35	4456718	360287	80859	4138	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium		Arabidopsis thaliana	Leaf	Zurich				NA	NA	3.084.552.051
Leaf400	AtSPHERE	AtSPHERE		15	4585682	445101	137393	4452	clean	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			Arabidopsis thaliana	Leaf	Zurich				NA	NA	170.760.366
Leaf404	AtSPHERE	AtSPHERE		17	3939915	576088	103218	3677	clean	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium		Arabidopsis thaliana	Leaf	Zurich				NA	NA	49.256.253
Leaf405	AtSPHERE	AtSPHERE		21	4492507	623944	102574	4203	clean	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium		Arabidopsis thaliana	Leaf	Zurich				NA	NA	6.907.428.085
Leaf406	AtSPHERE	AtSPHERE		12	4301683	1032337	543676	4469	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus		Arabidopsis thaliana	Leaf	Zurich				NA	NA	1.093.602.822
Leaf407	AtSPHERE	AtSPHERE		9	3784018	642751	326925	3475	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas		Arabidopsis thaliana	Leaf	Zurich				NA	NA	3.003.420.059
Leaf412	AtSPHERE	AtSPHERE		5	3462693	973313	347056	3306	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas		Arabidopsis thaliana	Leaf	Zurich				NA	NA	1.236.744.647
Leaf414	AtSPHERE	AtSPHERE		9	3028624	780605	172751	2920	clean	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae			Arabidopsis thaliana	Leaf	Zurich				NA	NA	3.223.642.622
Leaf415	AtSPHERE	AtSPHERE		4	3423183	3141079	3141079	3222	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Curtobacterium		Arabidopsis thaliana	Leaf	Zurich				NA	NA	2.678.580.845
Leaf416	AtSPHERE	AtSPHERE		8	2940342	642288	330874	2794	clean	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae			Arabidopsis thaliana	Leaf	Zurich				NA	NA	3.296.234.402
Leaf420	AtSPHERE	AtSPHERE		16	4219601	530384	191050	4078	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae			Arabidopsis thaliana	Leaf	Zurich				NA	NA	2.337.499.297
Leaf427	AtSPHERE	AtSPHERE		63	5459779	323538	54593	5123	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae			Arabidopsis thaliana	Leaf	Zurich				NA	NA	337.714.773
Leaf434	AtSPHERE	AtSPHERE		14	5868027	716997	300221	5267	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas		Arabidopsis thaliana	Leaf	Zurich				NA	NA	5.295.526.918
Leaf436	AtSPHERE	AtSPHERE		6	3367539	919966	576198	3195	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Microbacterium		Arabidopsis thaliana	Leaf	Zurich				NA	NA	2.576.624.063
Leaf443	AtSPHERE	AtSPHERE		13	3908067	699723	140190	3600	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae			Arabidopsis thaliana	Leaf	Zurich				NA	NA	3.280.320.018
Leaf446	AtSPHERE	AtSPHERE		9	3814797	693014	248500	3641	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides		Arabidopsis thaliana	Leaf	Zurich				NA	NA	1.673.028.814
Leaf453	AtSPHERE	AtSPHERE		31	6368454	325224	164088	6106	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium		Arabidopsis thaliana	Leaf	Zurich				NA	NA	2.699.507.949
Leaf454	AtSPHERE	AtSPHERE		25	4797175	405129	89590	4438	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae			Arabidopsis thaliana	Leaf	Zurich				NA	NA	3.191.597.414
Leaf456	AtSPHERE	AtSPHERE		44	5577040	326120	73153	5324	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium		Arabidopsis thaliana	Leaf	Zurich				NA	NA	4.700.861.755
Leaf459	AtSPHERE	AtSPHERE		16	2948005	752548	343235	2795	clean	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae			Arabidopsis thaliana	Leaf	Zurich				NA	NA	3.137.370.875
Leaf460	AtSPHERE	AtSPHERE		76	5421504	321197	45887	5078	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae			Arabidopsis thaliana	Leaf	Zurich				NA	NA	295.675.602
Leaf465	AtSPHERE	AtSPHERE		48	5055478	239452	74647	4725	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium		Arabidopsis thaliana	Leaf	Zurich				NA	NA	5.983.221.562
Leaf466	AtSPHERE	AtSPHERE		36	4300541	262083	58342	4016	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium		Arabidopsis thaliana	Leaf	Zurich				NA	NA	2.805.794.422
Leaf469	AtSPHERE	AtSPHERE		46	4700855	459363	59139	4457	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium		Arabidopsis thaliana	Leaf	Zurich				NA	NA	4.947.168.414
Root4	AtSPHERE	AtSPHERE		7	3867359	811021	240247	3610	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Agromyces		Arabidopsis thaliana	Root	CAS	4			NA	NA	3.383.027.967
Root9	AtSPHERE	AtSPHERE		42	6559965	296681	84521	5925	clean	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas		Arabidopsis thaliana	Root	CAS	9			NA	NA	6.459.250.507
Root11	AtSPHERE	AtSPHERE		52	6627185	349695	86767	6993	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus		Arabidopsis thaliana	Root	CAS	11			NA	NA	9.930.457.362
Root22	AtSPHERE	AtSPHERE		15	4627881	744082	156819	4046	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Promicromonosporaceae			Arabidopsis thaliana	Root	CAS	22			NA	NA	3.817.930.369
Root29	AtSPHERE	AtSPHERE		46	6518376	375267	75181	5934	clean	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae			Arabidopsis thaliana	Root	CAS	29			NA	NA	2.050.258.347
Root31	AtSPHERE	AtSPHERE		68	8075139	258485	58675	7756	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium		Arabidopsis thaliana	Root	CAS	31			NA	NA	5.585.723.228
Root50	AtSPHERE	AtSPHERE		19	5504173	494283	217646	5201	clean	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas		Arabidopsis thaliana	Root	CAS	50			NA	NA	2.035.312.999
Root52	AtSPHERE	AtSPHERE		35	6633505	323116	76318	6074	clean	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus		Arabidopsis thaliana	Root	CAS	52			NA	NA	1.292.457.606
Root53	AtSPHERE	AtSPHERE		27	2916382	214046	61431	2788	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Microbacterium		Arabidopsis thaliana	Root	CAS	53			NA	NA	1.781.640.363
Root55	AtSPHERE	AtSPHERE		45	8065917	525755	115495	7068	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces		Arabidopsis thaliana	Root	CAS	55			NA	NA	5.261.653.431
Root60	AtSPHERE	AtSPHERE		6	3621788	2520966	1090975	3426	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae			Arabidopsis thaliana	Root	CAS	60			NA	NA	2.343.406.296
Root61	AtSPHERE	AtSPHERE		3	4024670	3510616	511985	3781	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Microbacterium		Arabidopsis thaliana	Root	CAS	61			NA	NA	2.097.777.114
Root63	AtSPHERE	AtSPHERE		27	9222264	951054	202451	8171	clean	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces		Arabidopsis thaliana	Root	CAS	63			NA	NA	5.850.973.274
